record_id,event_timestamp_utc,source_system,depot_id,depot_name,region,product_code,tank_id,pipeline_segment,flow_rate_lpm,pressure_psi,temperature_c,inventory_litres,pump_status,valve_status,api_weather_condition,api_temperature_c,scraped_market_price_usd_bbl,operator_shift,incident_flag,maintenance_required,ingested_at_utc,batch_id,quality_issue_type,missing_record_flag,null_record_flag,source_url,d_depot_name,source
OPS-04192,"2026-04-13 15:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T05,Eldoret-Kisumu,747.43,92.18,24.1,276629.17,ALARM,OPEN,Clear,33.2,85.26,Evening,0,0,2026-04-13T16:10:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-04193,"2026-04-13 16:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T09,Mombasa-Nairobi,944.93,167.17,23.2,2851685.38,STOPPED,OPEN,"Heavy Rain",30.1,88.85,Night,0,0,2026-04-13T16:29:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-04195,"2026-04-13 16:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,IK,T18,Nairobi-Morendat,1207.79,129.46,20.8,1585869.79,RUNNING,PARTIAL,Windy,22.2,109.64,Night,0,0,2026-04-13T16:45:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04196,"2026-04-13 16:45:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",AGO,T18,Nairobi-Eldoret,989.01,89.15,27.4,1749679.88,RUNNING,OPEN,Windy,28.8,83.13,Night,0,0,2026-04-13T17:10:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-04197,"2026-04-13 17:00:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",PMS,T11,Mombasa-Nairobi,918.24,87.08,21.2,2130735.48,RUNNING,OPEN,"Light Rain",16.2,89.47,Night,0,0,2026-04-13T17:36:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-04198,"2026-04-13 17:15:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,JET-A1,T05,Nairobi-Morendat,637.52,64.9,19.9,849554.8,RUNNING,OPEN,Clear,22.2,96.4,Night,0,0,2026-04-13T17:46:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-04200,"2026-04-13 17:45:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,AGO,T16,Nairobi-Morendat,1255.55,174.8,24.9,560542.96,RUNNING,OPEN,Windy,26.8,100.68,Night,0,0,2026-04-13T17:59:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-04201,"2026-04-13 18:00:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,PMS,T15,Mombasa-Nairobi,1228.04,86.94,34.9,913389.44,STOPPED,OPEN,Clear,19.9,101.11,Night,0,0,2026-04-13T18:02:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-04202,"2026-04-13 18:15:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",PMS,T14,Nairobi-Morendat,560.21,157.63,28.8,871110.52,STOPPED,OPEN,"Light Rain",19.3,94.87,Night,0,0,2026-04-13T18:41:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-04203,"2026-04-13 18:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T05,Nairobi-Morendat,420.24,61.54,31.7,2407541.74,RUNNING,PARTIAL,Clear,17.0,101.9,Night,0,0,2026-04-13T18:46:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-04204,"2026-04-13 18:45:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,AGO,T13,Eldoret-Kisumu,621.62,174.9,28.0,2562906.29,RUNNING,OPEN,"Heavy Rain",30.8,98.93,Night,0,0,2026-04-13T18:50:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-04205,"2026-04-13 19:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T14,Nairobi-Eldoret,1031.77,143.98,36.0,1282517.61,STOPPED,OPEN,Cloudy,19.0,84.74,Night,0,0,2026-04-13T19:03:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04206,"2026-04-13 19:15:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",PMS,T09,Nairobi-Eldoret,1174.79,66.61,35.3,646454.8,RUNNING,OPEN,"Light Rain",33.7,100.64,Night,0,0,2026-04-13T19:31:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-04207,"2026-04-13 19:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T03,Nairobi-Eldoret,487.73,145.71,35.0,367760.58,RUNNING,OPEN,Windy,20.5,110.41,Night,0,0,2026-04-13T19:46:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-04208,"2026-04-13 19:45:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",PMS,T13,Nairobi-Eldoret,1258.75,71.45,30.6,1188779.62,RUNNING,OPEN,Cloudy,17.1,110.81,Night,0,0,2026-04-13T19:57:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-04209,"2026-04-13 20:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T15,Eldoret-Kisumu,739.63,83.98,21.2,650646.18,RUNNING,OPEN,Cloudy,17.0,108.19,Night,0,1,2026-04-13T20:20:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04211,"2026-04-13 20:30:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T08,Nairobi-Morendat,992.46,182.35,33.5,2208338.0,RUNNING,PARTIAL,Clear,31.6,83.27,Night,0,0,2026-04-13T20:34:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-04212,"2026-04-13 20:45:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,IK,T02,Mombasa-Nairobi,436.44,170.38,34.3,1429061.58,RUNNING,OPEN,"Light Rain",31.0,87.6,Night,1,0,2026-04-13T21:15:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-04214,"2026-04-13 21:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T06,Mombasa-Nairobi,892.66,182.96,27.9,2617863.94,RUNNING,OPEN,Cloudy,19.1,105.31,Night,0,0,2026-04-13T21:18:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-04215,"2026-04-13 21:30:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",IK,T03,Eldoret-Kisumu,860.61,98.44,28.4,1527846.58,IDLE,OPEN,Clear,16.9,79.76,Night,0,0,2026-04-13T21:39:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04217,"2026-04-13 22:00:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T11,Nairobi-Morendat,903.51,88.02,35.9,697262.63,RUNNING,OPEN,Cloudy,22.2,114.25,Night,0,1,2026-04-13T22:17:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04218,"2026-04-13 22:15:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",IK,T01,Eldoret-Kisumu,590.17,146.55,31.1,2897984.23,RUNNING,PARTIAL,Cloudy,29.4,100.36,Night,0,0,2026-04-13T22:18:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04219,"2026-04-13 22:30:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,JET-A1,T16,Mombasa-Nairobi,1102.48,59.33,29.9,836160.8,RUNNING,OPEN,Cloudy,26.0,97.3,Night,0,0,2026-04-13T22:40:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-04220,"2026-04-13 22:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T07,Nairobi-Morendat,757.16,86.68,33.9,1760265.48,RUNNING,OPEN,Clear,17.5,94.49,Night,0,0,2026-04-13T23:11:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-04221,"2026-04-13 23:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T14,Eldoret-Kisumu,1136.37,99.85,35.7,428131.14,STOPPED,OPEN,"Light Rain",27.0,85.75,Night,0,1,2026-04-13T23:40:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04222,"2026-04-13 23:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,JET-A1,T17,Eldoret-Kisumu,892.21,100.95,23.7,2386171.8,RUNNING,PARTIAL,"Light Rain",33.6,91.82,Night,0,0,2026-04-13T23:31:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-04223,"2026-04-13 23:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,IK,T16,Eldoret-Kisumu,969.93,157.97,35.7,2695951.93,RUNNING,OPEN,Clear,27.7,106.54,Night,0,0,2026-04-13T23:54:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04224,"2026-04-13 23:45:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,IK,T10,Nairobi-Eldoret,641.01,111.83,31.0,1682236.28,RUNNING,OPEN,Cloudy,29.7,111.92,Night,0,0,2026-04-14T00:09:00Z,BATCH-20260413,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-04225,"2026-04-14 00:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T18,Mombasa-Nairobi,1234.05,160.94,36.0,1893802.32,RUNNING,OPEN,"Heavy Rain",19.4,101.93,Day,0,1,2026-04-14T00:36:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-04226,"2026-04-14 00:15:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T06,Nairobi-Morendat,619.17,174.88,25.3,832049.94,RUNNING,OPEN,Cloudy,28.8,79.26,Day,0,0,2026-04-14T00:50:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-04227,"2026-04-14 00:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,IK,T11,Nairobi-Eldoret,449.73,60.04,36.2,561200.31,RUNNING,OPEN,Clear,29.0,95.39,Day,0,0,2026-04-14T00:43:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04229,"2026-04-14 01:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T15,Eldoret-Kisumu,1037.96,76.5,25.3,2348443.62,RUNNING,CLOSED,"Heavy Rain",29.3,86.12,Day,1,0,2026-04-14T01:22:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04230,"2026-04-14 01:15:00+00:00",API,DPT002,"Mombasa Terminal",Coast,AGO,T06,Mombasa-Nairobi,1261.94,101.53,33.1,323029.71,RUNNING,OPEN,Windy,23.2,78.63,Day,0,0,2026-04-14T01:17:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-04231,"2026-04-14 01:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T13,Mombasa-Nairobi,651.77,142.97,28.8,657280.41,RUNNING,OPEN,Cloudy,22.6,88.18,Day,0,0,2026-04-14T01:39:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-04235,"2026-04-14 02:30:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,IK,T08,Nairobi-Eldoret,1122.63,68.25,23.3,1230254.66,RUNNING,OPEN,Clear,19.4,76.19,Day,0,0,2026-04-14T02:57:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-04236,"2026-04-14 02:45:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,AGO,T03,Nairobi-Eldoret,544.18,60.56,19.5,2549002.68,RUNNING,OPEN,"Light Rain",19.2,97.91,Day,0,1,2026-04-14T02:53:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-04237,"2026-04-14 03:00:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",IK,T15,Eldoret-Kisumu,597.56,99.44,29.5,2233762.2,RUNNING,CLOSED,"Heavy Rain",24.0,102.0,Day,0,0,2026-04-14T03:23:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-04238,"2026-04-14 03:15:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T10,Eldoret-Kisumu,786.6,124.38,28.6,662948.58,RUNNING,OPEN,"Light Rain",26.3,78.46,Day,0,0,2026-04-14T03:45:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04239,"2026-04-14 03:30:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",AGO,T06,Nairobi-Eldoret,1194.63,46.51,18.1,1998214.47,RUNNING,OPEN,"Heavy Rain",20.5,72.38,Day,0,0,2026-04-14T04:08:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-04240,"2026-04-14 03:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T18,Mombasa-Nairobi,917.19,161.28,31.8,790221.62,RUNNING,OPEN,"Heavy Rain",24.5,107.86,Day,1,0,2026-04-14T04:04:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04243,"2026-04-14 04:30:00+00:00",API,DPT001,"Nairobi Terminal",Central,IK,T03,Nairobi-Eldoret,912.84,78.61,26.1,2235123.75,ALARM,PARTIAL,"Heavy Rain",32.9,77.58,Day,0,0,2026-04-14T05:04:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-04245,"2026-04-14 05:00:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,JET-A1,T10,Nairobi-Eldoret,1127.33,183.46,28.3,2770965.88,RUNNING,OPEN,Windy,22.6,90.82,Day,0,0,2026-04-14T05:02:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-04247,"2026-04-14 05:30:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,AGO,T16,Nairobi-Morendat,1068.25,157.58,17.2,2450882.46,RUNNING,OPEN,"Light Rain",17.8,107.38,Day,0,0,2026-04-14T05:38:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-04248,"2026-04-14 05:45:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,AGO,T11,Mombasa-Nairobi,1122.1,124.02,33.6,764180.93,STOPPED,PARTIAL,"Heavy Rain",23.8,99.9,Day,0,0,2026-04-14T05:50:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-04249,"2026-04-14 06:00:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,PMS,T01,Mombasa-Nairobi,1346.24,183.0,28.8,2509873.2,RUNNING,OPEN,Windy,17.6,101.06,Day,0,0,2026-04-14T06:20:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-04250,"2026-04-14 06:15:00+00:00",API,DPT006,"Morendat Training Hub",Central,IK,T03,Nairobi-Eldoret,644.54,116.07,23.8,1256850.4,IDLE,PARTIAL,Clear,28.8,95.68,Day,0,1,2026-04-14T06:37:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04251,"2026-04-14 06:30:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T13,Mombasa-Nairobi,926.69,134.97,28.4,2192518.49,RUNNING,OPEN,Clear,24.7,85.74,Day,0,0,2026-04-14T06:33:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04252,"2026-04-14 06:45:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,AGO,T08,Mombasa-Nairobi,436.91,170.44,17.4,158407.62,RUNNING,CLOSED,Windy,20.8,95.77,Day,0,0,2026-04-14T07:18:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-04253,"2026-04-14 07:00:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T15,Nairobi-Morendat,425.07,71.61,34.7,158633.36,RUNNING,OPEN,Windy,20.6,87.17,Day,0,0,2026-04-14T07:27:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-04255,"2026-04-14 07:30:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,PMS,T13,Eldoret-Kisumu,1112.36,133.78,26.0,2845122.03,RUNNING,OPEN,Cloudy,21.6,87.95,Day,0,0,2026-04-14T07:37:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-04257,"2026-04-14 08:00:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",PMS,T04,Nairobi-Morendat,840.1,58.27,27.1,2051209.82,ALARM,OPEN,"Light Rain",22.4,99.23,Evening,0,0,2026-04-14T08:06:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-04258,"2026-04-14 08:15:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",AGO,T10,Mombasa-Nairobi,668.69,146.12,31.6,787894.4,RUNNING,PARTIAL,"Light Rain",31.9,93.55,Evening,0,0,2026-04-14T08:51:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-04259,"2026-04-14 08:30:00+00:00",API,DPT001,"Nairobi Terminal",Central,PMS,T13,Eldoret-Kisumu,658.1,168.39,19.1,1464693.38,RUNNING,OPEN,Cloudy,20.0,83.09,Evening,0,1,2026-04-14T08:52:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-04260,"2026-04-14 08:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",IK,T02,Mombasa-Nairobi,720.53,122.12,19.4,1367881.92,IDLE,OPEN,"Light Rain",27.3,76.71,Evening,0,0,2026-04-14T08:53:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04261,"2026-04-14 09:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T11,Eldoret-Kisumu,1179.3,169.61,36.3,2207291.85,RUNNING,OPEN,"Light Rain",28.0,108.37,Evening,0,1,2026-04-14T09:14:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-04262,"2026-04-14 09:15:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,PMS,T09,Nairobi-Morendat,1024.27,172.45,30.5,885582.6,IDLE,OPEN,Cloudy,20.6,99.33,Evening,0,0,2026-04-14T09:31:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-04263,"2026-04-14 09:30:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T15,Eldoret-Kisumu,593.68,128.8,22.1,318380.69,STOPPED,OPEN,"Heavy Rain",33.6,87.35,Evening,0,0,2026-04-14T09:37:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-04264,"2026-04-14 09:45:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",PMS,T05,Eldoret-Kisumu,527.93,96.0,27.0,394346.62,RUNNING,OPEN,"Light Rain",23.4,74.66,Evening,0,0,2026-04-14T10:19:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-04265,"2026-04-14 10:00:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T18,Nairobi-Eldoret,1259.32,112.77,34.0,1745352.39,RUNNING,PARTIAL,Cloudy,28.4,96.76,Evening,0,0,2026-04-14T10:15:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04267,"2026-04-14 10:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,AGO,T13,Nairobi-Eldoret,635.56,170.1,17.6,1697894.36,RUNNING,OPEN,Windy,24.1,108.13,Evening,0,0,2026-04-14T10:57:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-04268,"2026-04-14 10:45:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T06,Nairobi-Eldoret,614.59,60.03,29.9,2732297.37,RUNNING,OPEN,Windy,31.5,107.08,Evening,0,1,2026-04-14T10:51:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04269,"2026-04-14 11:00:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T04,Nairobi-Eldoret,565.53,101.3,21.0,2583978.33,RUNNING,OPEN,Cloudy,32.6,92.74,Evening,0,0,2026-04-14T11:30:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-04270,"2026-04-14 11:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,AGO,T07,Nairobi-Morendat,1338.17,121.76,27.2,2861964.47,IDLE,OPEN,Clear,21.3,94.04,Evening,0,0,2026-04-14T11:22:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-04271,"2026-04-14 11:30:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T01,Mombasa-Nairobi,635.84,167.44,28.1,2699800.28,RUNNING,OPEN,"Heavy Rain",29.2,114.41,Evening,0,0,2026-04-14T11:33:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-04272,"2026-04-14 11:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,PMS,T02,Nairobi-Eldoret,768.35,167.61,17.7,1667897.52,IDLE,OPEN,Windy,21.0,76.36,Evening,0,1,2026-04-14T12:03:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-04273,"2026-04-14 12:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",PMS,T16,Nairobi-Eldoret,1245.07,163.99,29.2,712217.98,RUNNING,OPEN,Cloudy,33.1,83.25,Evening,1,0,2026-04-14T12:40:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-04274,"2026-04-14 12:15:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",IK,T03,Nairobi-Morendat,539.08,143.93,20.6,2508119.73,IDLE,CLOSED,Windy,28.0,89.33,Evening,0,0,2026-04-14T12:43:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-04275,"2026-04-14 12:30:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,JET-A1,T05,Eldoret-Kisumu,968.29,149.92,29.5,1110512.82,STOPPED,OPEN,"Light Rain",33.1,114.12,Evening,0,1,2026-04-14T12:59:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-04276,"2026-04-14 12:45:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",PMS,T18,Eldoret-Kisumu,602.57,146.53,24.5,2588328.1,RUNNING,PARTIAL,Clear,19.9,78.87,Evening,0,1,2026-04-14T13:05:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-04277,"2026-04-14 13:00:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,PMS,T05,Nairobi-Eldoret,1324.6,179.54,21.9,1076956.21,RUNNING,OPEN,"Heavy Rain",32.0,76.21,Evening,0,0,2026-04-14T13:39:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-04278,"2026-04-14 13:15:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,JET-A1,T11,Mombasa-Nairobi,988.11,183.07,32.1,2066239.78,RUNNING,OPEN,"Heavy Rain",21.7,102.64,Evening,0,1,2026-04-14T13:39:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-04279,"2026-04-14 13:30:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,PMS,T14,Mombasa-Nairobi,521.9,159.8,20.0,2568461.28,IDLE,OPEN,Cloudy,31.5,112.34,Evening,0,0,2026-04-14T14:09:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-04281,"2026-04-14 14:00:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,JET-A1,T03,Mombasa-Nairobi,481.39,153.18,27.2,2739760.18,RUNNING,OPEN,Clear,19.3,113.88,Evening,1,0,2026-04-14T14:26:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-04284,"2026-04-14 14:45:00+00:00",API,DPT006,"Morendat Training Hub",Central,PMS,T16,Mombasa-Nairobi,1036.38,108.86,31.3,545318.06,RUNNING,OPEN,Windy,32.1,86.54,Evening,0,0,2026-04-14T15:03:00Z,BATCH-20260414,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
